Adobe After Effects 8.0 Keyframe Data

	Units Per Second	60
	Source Width	1920
	Source Height	1012
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Transform	Orientation
	Frame	X degrees	
	0	359.466	1.22472	3.55991	
	1	359.475	1.22774	3.53311	
	2	359.475	1.22774	3.53311	
	3	359.475	1.22775	3.53297	
	4	359.475	1.22782	3.53213	
	5	359.474	1.22772	3.53289	
	6	359.475	1.22773	3.53325	
	7	359.475	1.22773	3.53325	
	8	359.475	1.22773	3.53325	
	9	359.475	1.22773	3.53325	
	10	359.475	1.22773	3.53325	
	11	359.474	1.22773	3.53275	
	12	359.475	1.22773	3.53325	
	13	359.475	1.22773	3.53325	
	14	359.475	1.22773	3.53325	
	15	359.475	1.22773	3.53325	
	16	359.475	1.22773	3.53325	
	17	359.474	1.22772	3.53289	
	18	359.475	1.22773	3.53325	
	19	359.475	1.22773	3.53325	
	20	359.475	1.22773	3.53325	
	21	359.475	1.22773	3.53325	
	22	359.475	1.22773	3.53325	
	23	359.475	1.22773	3.53325	
	24	359.475	1.22773	3.53325	
	25	359.475	1.22773	3.53325	
	26	359.475	1.22773	3.53325	
	27	359.475	1.22773	3.53325	
	28	359.475	1.22773	3.53325	
	29	359.475	1.22773	3.53325	
	30	359.501	1.24313	3.64218	
	31	359.5	1.23998	3.63404	
	32	359.5	1.23913	3.62932	
	33	359.5	1.23817	3.62669	
	34	359.5	1.23698	3.62319	
	35	359.5	1.23621	3.62009	
	36	359.501	1.23476	3.60895	
	37	359.501	1.23331	3.60391	
	38	359.501	1.23229	3.59197	
	39	359.501	1.23107	3.58855	
	40	359.501	1.22987	3.5877	
	41	359.501	1.22865	3.57886	
	42	359.502	1.22757	3.56309	
	43	359.502	1.22648	3.55929	
	44	359.502	1.22514	3.55553	
	45	359.503	1.22401	3.54166	
	46	359.503	1.22295	3.52883	
	47	359.503	1.22186	3.52419	
	48	359.504	1.22093	3.51191	
	49	359.504	1.21972	3.50838	
	50	359.505	1.21845	3.50038	
	51	359.504	1.21702	3.51407	
	52	359.504	1.21604	3.4985	
	53	359.505	1.21445	3.49555	
	54	359.505	1.21348	3.47964	
	55	359.506	1.21242	3.47054	
	56	359.506	1.21126	3.4673	
	57	359.506	1.21026	3.45952	
	58	359.507	1.20969	3.4513	
	59	359.507	1.20888	3.44543	
	60	359.509	1.20486	3.44171	
	61	359.509	1.20258	3.47638	
	62	359.509	1.20165	3.47895	
	63	359.509	1.20053	3.48	
	64	359.509	1.19937	3.48392	
	65	359.51	1.19814	3.48174	
	66	359.51	1.19693	3.48364	
	67	359.51	1.19566	3.48446	
	68	359.51	1.19438	3.49253	
	69	359.511	1.19342	3.49077	
	70	359.511	1.19239	3.49656	
	71	359.511	1.19127	3.49129	
	72	359.512	1.19	3.49575	
	73	359.512	1.18911	3.48912	
	74	359.512	1.18839	3.49109	
	75	359.512	1.18756	3.49406	
	76	359.512	1.18631	3.50065	
	77	359.513	1.18547	3.49557	
	78	359.513	1.18455	3.49995	
	79	359.513	1.18364	3.49545	
	80	359.514	1.183	3.49188	
	81	359.514	1.18219	3.49429	
	82	359.514	1.18108	3.50482	
	83	359.516	1.17884	3.49488	
	84	359.516	1.17805	3.50248	
	85	359.516	1.17709	3.51094	
	86	359.516	1.17625	3.51934	
	87	359.516	1.17545	3.51681	
	88	359.516	1.17408	3.52299	
	89	359.517	1.17298	3.53069	
	90	359.519	1.17194	3.52333	
	91	359.522	1.16691	3.48719	
	92	359.522	1.16585	3.49684	
	93	359.523	1.16471	3.49601	
	94	359.524	1.1628	3.49677	
	95	359.525	1.16058	3.48937	
	96	359.526	1.15852	3.48467	
	97	359.527	1.15683	3.48156	
	98	359.527	1.15536	3.48172	
	99	359.528	1.15347	3.48067	
	100	359.528	1.15156	3.49074	
	101	359.529	1.14977	3.49009	
	102	359.53	1.14822	3.48788	
	103	359.532	1.14607	3.46436	
	104	359.532	1.14516	3.46596	
	105	359.532	1.14355	3.46121	
	106	359.533	1.14182	3.45182	
	107	359.534	1.13956	3.44078	
	108	359.536	1.13762	3.43176	
	109	359.537	1.13523	3.42809	
	110	359.537	1.13267	3.4261	
	111	359.538	1.13048	3.42721	
	112	359.538	1.12871	3.43011	
	113	359.539	1.12645	3.42538	
	114	359.54	1.12322	3.41879	
	115	359.541	1.12066	3.41852	
	116	359.54	1.11863	3.45799	
	117	359.541	1.11628	3.45219	
	118	359.543	1.11308	3.42994	
	119	359.544	1.11038	3.42873	
	120	359.548	1.10896	3.33137	
	121	359.551	1.10673	3.29599	
	122	359.552	1.10435	3.29508	
	123	359.553	1.10167	3.29058	
	124	359.554	1.09907	3.2864	
	125	359.555	1.09623	3.28075	
	126	359.556	1.09297	3.27878	
	127	359.557	1.09027	3.26377	
	128	359.558	1.08741	3.25069	
	129	359.56	1.08448	3.24653	
	130	359.561	1.0816	3.23923	
	131	359.562	1.07861	3.23185	
	132	359.563	1.07553	3.22878	
	133	359.565	1.07301	3.2194	
	134	359.566	1.07032	3.21028	
	135	359.568	1.06778	3.20539	
	136	359.569	1.06529	3.2075	
	137	359.57	1.06229	3.19762	
	138	359.571	1.0592	3.18741	
	139	359.573	1.05642	3.16913	
	140	359.574	1.05363	3.15592	
	141	359.575	1.05104	3.14834	
	142	359.576	1.04838	3.14552	
	143	359.578	1.04557	3.12475	
	144	359.579	1.04254	3.10645	
	145	359.581	1.03951	3.09583	
	146	359.582	1.03652	3.0901	
	147	359.583	1.03322	3.07352	
	148	359.585	1.0301	3.06108	
	149	359.586	1.02687	3.04485	
	150	359.587	1.0241	3.04297	
	151	359.592	1.02217	2.91456	
	152	359.593	1.01972	2.90235	
	153	359.596	1.01615	2.87138	
	154	359.597	1.01346	2.85361	
	155	359.598	1.0105	2.83844	
	156	359.599	1.00794	2.79862	
	157	359.601	1.00494	2.77373	
	158	359.602	1.00187	2.75892	
	159	359.603	0.999521	2.74392	
	160	359.604	0.996367	2.71682	
	161	359.605	0.993332	2.69049	
	162	359.607	0.990654	2.66125	
	163	359.608	0.988106	2.63715	
	164	359.608	0.98524	2.62128	
	165	359.61	0.982097	2.59486	
	166	359.611	0.979675	2.57664	
	167	359.612	0.976216	2.54944	
	168	359.614	0.973503	2.53186	
	169	359.615	0.970007	2.51058	
	170	359.617	0.966961	2.48482	
	171	359.618	0.963978	2.46104	
	172	359.619	0.960775	2.44226	
	173	359.62	0.957385	2.42687	
	174	359.622	0.954021	2.40291	
	175	359.623	0.951616	2.37639	
	176	359.624	0.94809	2.36107	
	177	359.626	0.944505	2.33366	
	178	359.627	0.941807	2.32053	
	179	359.629	0.937802	2.28688	
	180	359.633	0.936956	2.16477	
	181	359.634	0.935517	2.10191	
	182	359.634	0.93305	2.09248	
	183	359.635	0.930672	2.07668	
	184	359.636	0.92823	2.06025	
	185	359.637	0.925307	2.04903	
	186	359.638	0.922569	2.03047	
	187	359.639	0.919667	2.02401	
	188	359.64	0.916834	2.02125	
	189	359.641	0.913923	2.01435	
	190	359.641	0.910835	2.00809	
	191	359.642	0.908051	2.00898	
	192	359.643	0.905259	2.00769	
	193	359.644	0.902109	2.01208	
	194	359.645	0.898968	2.01059	
	195	359.646	0.895734	2.00854	
	196	359.647	0.892174	2.00608	
	197	359.647	0.889521	2.00673	
	198	359.648	0.886769	2.00827	
	199	359.649	0.883559	2.01384	
	200	359.65	0.880524	2.01991	
	201	359.651	0.878052	2.02917	
	202	359.652	0.875435	2.04171	
	203	359.652	0.872716	2.04769	
	204	359.653	0.87025	2.04953	
	205	359.654	0.867986	2.05438	
	206	359.654	0.865481	2.06085	
	207	359.655	0.862972	2.07453	
	208	359.656	0.859973	2.09405	
	209	359.657	0.857042	2.10187	
	210	359.659	0.855386	2.06282	
	211	359.666	0.854057	1.88082	
	212	359.666	0.851172	1.89555	
	213	359.667	0.848537	1.9122	
	214	359.668	0.845619	1.93066	
	215	359.668	0.842637	1.95039	
	216	359.669	0.839549	1.96606	
	217	359.67	0.836409	1.98043	
	218	359.671	0.833193	1.99504	
	219	359.672	0.829764	2.01957	
	220	359.672	0.826141	2.03812	
	221	359.673	0.822849	2.06315	
	222	359.674	0.81949	2.06419	
	223	359.675	0.816451	2.07221	
	224	359.676	0.813464	2.09395	
	225	359.676	0.810142	2.12093	
	226	359.677	0.807235	2.11809	
	227	359.678	0.804261	2.12815	
	228	359.679	0.800579	2.15354	
	229	359.68	0.797262	2.16394	
	230	359.681	0.793973	2.18122	
	231	359.682	0.790583	2.20372	
	232	359.683	0.787754	2.20317	
	233	359.684	0.784822	2.20514	
	234	359.685	0.781497	2.22284	
	235	359.686	0.778383	2.23341	
	236	359.687	0.775396	2.24247	
	237	359.687	0.77289	2.23914	
	238	359.688	0.769621	2.26227	
	239	359.689	0.766315	2.28041	
	240	359.694	0.764031	2.17858	
	241	359.696	0.761851	2.15425	
	242	359.697	0.758876	2.15727	
	243	359.698	0.755699	2.17643	
	244	359.698	0.752532	2.19591	
	245	359.699	0.749299	2.21091	
	246	359.7	0.746421	2.22597	
	247	359.701	0.743249	2.23686	
	248	359.702	0.740393	2.24695	
	249	359.702	0.736816	2.27178	
	250	359.703	0.733618	2.29312	
	251	359.704	0.730826	2.30469	
	252	359.705	0.727873	2.30999	
	253	359.705	0.72477	2.3203	
	254	359.706	0.721707	2.33763	
	255	359.706	0.718745	2.34835	
	256	359.707	0.715829	2.3533	
	257	359.708	0.712283	2.37261	
	258	359.709	0.708831	2.38666	
	259	359.71	0.705469	2.39055	
	260	359.711	0.702234	2.38988	
	261	359.711	0.699382	2.38879	
	262	359.712	0.696262	2.3903	
	263	359.713	0.693201	2.39693	
	264	359.713	0.690118	2.39801	
	265	359.714	0.686127	2.40184	
	266	359.715	0.682285	2.40631	
	267	359.716	0.678713	2.40941	
	268	359.718	0.675415	2.40148	
	269	359.719	0.671961	2.3953	
	270	359.721	0.667449	2.4195	
	271	359.723	0.665441	2.34396	
	272	359.724	0.661341	2.33515	
	273	359.726	0.657413	2.32726	
	274	359.727	0.653644	2.32055	
	275	359.728	0.649422	2.31654	
	276	359.729	0.644914	2.30719	
	277	359.731	0.640686	2.29664	
	278	359.733	0.635956	2.29031	
	279	359.734	0.631679	2.27791	
	280	359.736	0.626679	2.27015	
	281	359.737	0.62147	2.26943	
	282	359.739	0.617183	2.25297	
	283	359.741	0.612835	2.23506	
	284	359.742	0.607857	2.231	
	285	359.744	0.603506	2.22012	
	286	359.746	0.598449	2.20002	
	287	359.748	0.593522	2.18036	
	288	359.75	0.588628	2.16849	
	289	359.751	0.584	2.15262	
	290	359.753	0.578933	2.1468	
	291	359.755	0.574068	2.14217	
	292	359.757	0.568998	2.13214	
	293	359.759	0.563875	2.12065	
	294	359.761	0.558895	2.12021	
	295	359.762	0.553451	2.12563	
	296	359.764	0.548095	2.1216	
	297	359.766	0.54243	2.12212	
	298	359.769	0.536871	2.11182	
	299	359.77	0.531701	2.09978	
	300	359.776	0.52559	2.04697	
	301	359.778	0.520964	1.98415	
	302	359.779	0.516203	1.96975	
	303	359.781	0.510678	1.961	
	304	359.783	0.505818	1.94713	
	305	359.785	0.500401	1.92714	
	306	359.787	0.495265	1.90864	
	307	359.789	0.489666	1.89043	
	308	359.791	0.484412	1.87053	
	309	359.793	0.478993	1.8537	
	310	359.795	0.473295	1.85387	
	311	359.797	0.468049	1.83963	
	312	359.799	0.46301	1.82574	
	313	359.8	0.457088	1.81285	
	314	359.802	0.452392	1.78276	
	315	359.804	0.446862	1.76812	
	316	359.806	0.442114	1.7542	
	317	359.808	0.436914	1.73279	
	318	359.809	0.431413	1.72026	
	319	359.811	0.425951	1.71234	
	320	359.813	0.421366	1.69771	
	321	359.815	0.415962	1.67716	
	322	359.817	0.411463	1.65397	
	323	359.82	0.406688	1.63424	
	324	359.821	0.401804	1.62149	
	325	359.824	0.396768	1.59626	
	326	359.826	0.392207	1.58243	
	327	359.828	0.387445	1.56557	
	328	359.829	0.382495	1.55437	
	329	359.831	0.377565	1.54047	
	330	359.834	0.372833	1.58379	
	331	359.836	0.366267	1.62662	
	332	359.838	0.361949	1.6113	
	333	359.84	0.357838	1.57964	
	334	359.841	0.353422	1.56092	
	335	359.843	0.3487	1.54466	
	336	359.844	0.344041	1.5321	
	337	359.846	0.339688	1.51514	
	338	359.848	0.334894	1.49597	
	339	359.849	0.330754	1.47227	
	340	359.851	0.326296	1.45244	
	341	359.853	0.32124	1.44813	
	342	359.854	0.316599	1.42601	
	343	359.856	0.312589	1.39699	
	344	359.858	0.308201	1.38079	
	345	359.86	0.303717	1.36582	
	346	359.862	0.298755	1.37256	
	347	359.864	0.294311	1.36474	
	348	359.865	0.290352	1.34904	
	349	359.866	0.286389	1.3373	
	350	359.868	0.281891	1.3213	
	351	359.87	0.277979	1.31069	
	352	359.872	0.274555	1.27205	
	353	359.874	0.270877	1.25756	
	354	359.877	0.266413	1.23947	
	355	359.879	0.262531	1.21675	
	356	359.88	0.258303	1.20672	
	357	359.882	0.254333	1.19395	
	358	359.885	0.250057	1.18218	
	359	359.886	0.246167	1.17763	
	360	359.89	0.240913	1.23497	
	361	359.891	0.238171	1.21747	
	362	359.893	0.234164	1.20193	
	363	359.895	0.229935	1.17228	
	364	359.897	0.225663	1.1495	
	365	359.899	0.22176	1.12214	
	366	359.901	0.217318	1.10291	
	367	359.903	0.213537	1.0799	
	368	359.904	0.209478	1.07885	
	369	359.906	0.205222	1.0558	
	370	359.908	0.201058	1.03213	
	371	359.91	0.196949	1.02052	
	372	359.912	0.192422	1.00771	
	373	359.913	0.18819	0.9874	
	374	359.915	0.182894	0.970693	
	375	359.917	0.178202	0.949622	
	376	359.919	0.174574	0.932397	
	377	359.921	0.170132	0.900638	
	378	359.923	0.166805	0.881306	
	379	359.925	0.162661	0.849081	
	380	359.927	0.158764	0.823032	
	381	359.929	0.154598	0.800986	
	382	359.931	0.150816	0.773987	
	383	359.934	0.145637	0.749266	
	384	359.935	0.142126	0.729192	
	385	359.937	0.138332	0.700601	
	386	359.939	0.134342	0.688297	
	387	359.941	0.130657	0.660512	
	388	359.943	0.126462	0.639638	
	389	359.945	0.122499	0.615717	
	390	359.946	0.118229	0.652966	
	391	359.952	0.113975	0.737528	
	392	359.953	0.110313	0.715699	
	393	359.955	0.106864	0.688335	
	394	359.957	0.10303	0.665331	
	395	359.959	0.0992403	0.653471	
	396	359.96	0.0957147	0.626679	
	397	359.962	0.0920411	0.601901	
	398	359.963	0.0884056	0.580547	
	399	359.965	0.0843093	0.554644	
	400	359.966	0.0802942	0.524946	
	401	359.968	0.0765	0.50166	
	402	359.97	0.0726844	0.478731	
	403	359.971	0.0681943	0.467735	
	404	359.973	0.0644059	0.436972	
	405	359.974	0.0603615	0.407497	
	406	359.976	0.0566967	0.382631	
	407	359.977	0.0525041	0.357982	
	408	359.979	0.0481761	0.323438	
	409	359.981	0.0448337	0.287591	
	410	359.983	0.0403289	0.275225	
	411	359.984	0.0362687	0.252869	
	412	359.986	0.0317402	0.224866	
	413	359.988	0.0279011	0.200113	
	414	359.99	0.0238419	0.162794	
	415	359.991	0.0205898	0.133329	
	416	359.994	0.0164593	0.100897	
	417	359.995	0.0130061	0.071217	
	418	359.996	0.00938541	0.0425279	
	419	359.997	0.00553069	359.991	
	420	-0	0	-0	
	421	359.999	0.00862292	0.000269196	
	422	0.000452049	0.00599231	359.971	
	423	0.00217453	0.00288087	359.934	
	424	0.00371334	359.999	359.911	
	425	0.00489143	359.996	359.878	
	426	0.0063212	359.993	359.839	
	427	0.00776461	359.99	359.807	
	428	0.00918654	359.987	359.779	
	429	0.0111443	359.984	359.745	
	430	0.012742	359.98	359.718	
	431	0.0140979	359.978	359.694	
	432	0.0156563	359.974	359.668	
	433	0.0170973	359.971	359.639	
	434	0.0184423	359.968	359.616	
	435	0.0195932	359.965	359.59	
	436	0.0208844	359.962	359.573	
	437	0.0225784	359.958	359.547	
	438	0.0242405	359.955	359.524	
	439	0.0258944	359.952	359.498	
	440	0.0273293	359.949	359.475	
	441	0.0284563	359.947	359.46	
	442	0.029928	359.944	359.44	
